,id,project_code,pq_num,po_so_num,asndn_num,country,managed_by,fulfill_via,vendor_inco_term,shipment_mode,pq_first_sent_to_client_date,po_sent_to_vendor_date,scheduled_delivery_date,delivered_to_client_date,delivery_recorded_date,product_group,sub_classification,vendor,moleculetest_type,brand,dosage,dosage_form,unit_of_measure_per_pack,line_item_quantity,line_item_value,pack_price,unit_price,manufacturing_site,first_line_designation,weight_kilograms,freight_cost_usd,line_item_insurance_usd,po_sent_to_vendor_date_year,scheduled_delivery_date_year,delivered_to_client_date_year,delivery_recorded_date_year,pq_first_sent_to_client_date_year,moleculetest_type_processed,cluster_labels,active_ingredients,description_type,manufacturing_location,manufacturers,days_init_client_vendor,days_vendor_deliver_planned,days_vendor_deliver_actual,delivery_delay,recorded_date_lag,days_from__arrival,days_from_vendor_arrival
2962,18240,108-VN-T30,FPQ-10287,SCMS-156320,ASN-17177,Vietnam,PMO - US,Direct Drop,EXW,Air,2012-07-25,2012-08-15,2012-12-05,2012-12-05,2012-12-05,ARV,Adult,HETERO LABS LIMITED,Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,14842,105081.36,7.08,0.12,Hetero Unit III Hyderabad IN,True,1364.0,2348.57,147.32,2012.0,2012,2012,2012,2012.0,lamivudine zidovudine,6,Lamivudine/Zidovudine,,"Hyderabad, IN",Hetero,21.0,112.0,112.0,0.0,0.0,133.0,112.0
2965,18316,103-ZW-T30,FPQ-14475,SCMS-245070,ASN-27206,Zimbabwe,PMO - US,Direct Drop,EXW,Air,2014-06-17,2014-06-19,2014-08-20,2014-08-20,2014-08-20,ARV,Pediatric,STRIDES ARCOLAB LIMITED,Efavirenz,Generic,200mg,Tablet,90,14164,131725.2,9.3,0.1,"Strides, Bangalore, India.",True,884.0,8280.73,135.41,2014.0,2014,2014,2014,2014.0,efavirenz,2,Efavirenz,,"Bangalore, IN",Strides,2.0,62.0,62.0,0.0,0.0,64.0,62.0
2968,18373,108-VN-T30,FPQ-8428,SCMS-123600,ASN-13410,Vietnam,PMO - US,Direct Drop,EXW,Air,2011-09-21,2011-10-04,2012-02-18,2012-02-18,2012-02-18,ARV,Adult,Aurobindo Pharma Limited,Efavirenz,Generic,600mg,Tablet,30,3548,14369.4,4.05,0.13,"Aurobindo Unit III, India",False,1047.0,4288.83,23.71,2011.0,2012,2012,2012,2011.0,efavirenz,2,Efavirenz,,"Telangana, IN",Aurobindo,13.0,137.0,137.0,0.0,0.0,150.0,137.0
2969,18386,106-HT-T30,FPQ-13797,SCMS-233981,ASN-27710,Haiti,PMO - US,Direct Drop,EXW,Ocean,2014-03-20,2014-05-30,2014-10-28,2014-10-28,2014-11-21,ARV,Adult,CIPLA LIMITED,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,16435,133123.5,8.1,0.13,"Cipla, Goa, India",True,1047.0,5039.030000000001,136.85,2014.0,2014,2014,2014,2014.0,lamivudine nevirapine zidovudine,3,Lamivudine/Nevirapine/Zidovudine,,"Goa, IN",Cipla,71.0,151.0,151.0,0.0,24.0,222.0,151.0
2977,18538,116-ZA-T30,FPQ-14942,SCMS-259076,ASN-32524,South Africa,PMO - US,Direct Drop,DDP,Truck,2014-09-11,2015-06-02,2015-06-02,2015-06-02,2015-06-02,ARV,Adult,PHARMACY DIRECT,Didanosine,Generic,250mg,Delayed-release capsules,30,4,44.07,11.02,0.37,"Aurobindo Unit III, India",True,1047.0,0.0,0.05,2015.0,2015,2015,2015,2014.0,didanosine,9,Didanosine,,"Telangana, IN",Aurobindo,264.0,0.0,0.0,0.0,0.0,264.0,0.0
2978,18580,109-TZ-T30,FPQ-14009,SCMS-236750,ASN-25904,Tanzania,PMO - US,Direct Drop,EXW,Air,2014-04-17,2014-04-18,2014-06-24,2014-06-24,2014-06-24,ARV,Pediatric,STRIDES ARCOLAB LIMITED,Efavirenz,Generic,200mg,Tablet,90,15041,139881.3,9.3,0.1,"Strides, Bangalore, India.",True,949.0,4673.77,143.8,2014.0,2014,2014,2014,2014.0,efavirenz,2,Efavirenz,,"Bangalore, IN",Strides,1.0,67.0,67.0,0.0,0.0,68.0,67.0
2979,18586,105-GH-T30,FPQ-14052,SCMS-237810,ASN-28673,Ghana,PMO - US,Direct Drop,EXW,Air,2014-04-12,2014-05-23,2014-11-10,2014-11-10,2014-11-12,ARV,Adult,Aurobindo Pharma Limited,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,28853,236594.6,8.2,0.14,"Aurobindo Unit III, India",True,3612.0,18256.1,243.22,2014.0,2014,2014,2014,2014.0,lamivudine nevirapine zidovudine,3,Lamivudine/Nevirapine/Zidovudine,,"Telangana, IN",Aurobindo,41.0,171.0,171.0,0.0,2.0,212.0,171.0
2980,18629,108-VN-T30,FPQ-8428,SCMS-123540,ASN-14321,Vietnam,PMO - US,Direct Drop,EXW,Air,2011-09-21,2011-10-03,2012-04-16,2012-04-16,2012-04-16,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Generic,600/300/300mg,Tablet - FDC,30,6549,92340.9,14.1,0.47,Mylan (formerly Matrix) Nashik,True,1208.0,3306.51,152.36,2011.0,2012,2012,2012,2011.0,efavirenz lamivudine tenofovir disoproxil fumarate,7,Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,,"Nashik, IN",Mylan,12.0,196.0,196.0,0.0,0.0,208.0,196.0
2983,18664,108-VN-T30,FPQ-13034,SCMS-210150,ASN-24398,Vietnam,PMO - US,Direct Drop,EXW,Air,2013-10-04,2013-10-10,2014-04-23,2014-04-23,2014-04-23,ARV,Adult,HETERO LABS LIMITED,Abacavir,Generic,300mg,Tablet,60,1436,16442.2,11.45,0.19,Hetero Unit III Hyderabad IN,True,2832.0,7474.2,20.34,2013.0,2014,2014,2014,2013.0,abacavir,5,Abacavir,,"Hyderabad, IN",Hetero,6.0,195.0,195.0,0.0,0.0,201.0,195.0
2984,18673,108-VN-T30,FPQ-15087,SCMS-261420,ASN-30164,Vietnam,PMO - US,Direct Drop,EXW,Air,2014-10-24,2014-10-30,2015-03-19,2015-03-19,2015-03-19,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,9000,72900.0,8.1,0.13,Mylan (formerly Matrix) Nashik,True,1047.0,5039.030000000001,85.8,2014.0,2015,2015,2015,2014.0,lamivudine nevirapine zidovudine,3,Lamivudine/Nevirapine/Zidovudine,,"Nashik, IN",Mylan,6.0,140.0,140.0,0.0,0.0,146.0,140.0
2986,18694,109-TZ-T30,FPQ-3782,SCMS-47760,ASN-4974,Tanzania,PMO - US,Direct Drop,CIP,Air,2009-06-11,2009-06-29,2009-10-21,2009-10-21,2009-10-21,ARV,Adult,BRISTOL-MYERS SQUIBB,Didanosine EC,Videx EC,400mg,Delayed-release capsules - blister,30,1000,23670.0,23.67,0.79,"BMS Meymac, France",True,335.0,888.0,46.39,2009.0,2009,2009,2009,2009.0,didanosine ec,9,Didanosine EC,,"Meymac, France",Bristol-Myers Squibb,18.0,114.0,114.0,0.0,0.0,132.0,114.0
2987,18708,113-ZW-T30,FPQ-13939,SCMS-240580,ASN-27034,Zimbabwe,PMO - US,Direct Drop,EXW,Air Charter,2014-04-01,2014-05-26,2014-07-23,2014-07-23,2014-07-29,ARV,Adult,Aurobindo Pharma Limited,Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30,35955,167190.75,4.65,0.16,"Aurobindo Unit VII, IN",True,3520.0,23014.35,171.87,2014.0,2014,2014,2014,2014.0,lamivudine tenofovir disoproxil fumarate,7,Lamivudine/Tenofovir Disoproxil Fumarate,,"Jedcherla, Hyderaba IN",Aurobindo,55.0,58.0,58.0,0.0,6.0,113.0,58.0
2989,18762,116-ZA-T30,FPQ-11828,SCMS-183950,ASN-19166,South Africa,South Africa Field Office,Direct Drop,DDP,Truck,2013-03-18,,2013-04-16,2013-04-16,2013-04-16,ARV,Adult,S. BUYS WHOLESALER,Zidovudine,Generic,300mg,Tablet,60,216,5512.38,25.52,0.43,"Aurobindo Unit III, India",False,1047.0,0.0,6.82,,2013,2013,2013,2013.0,zidovudine,6,Zidovudine,,"Telangana, IN",Aurobindo,,,,0.0,0.0,29.0,
2990,18811,104-CI-T30,FPQ-12806,SCMS-206530,ASN-24149,Côte d'Ivoire,PMO - US,Direct Drop,FCA,Air,2013-08-09,2013-09-17,2014-02-07,2014-02-07,2014-02-10,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Lopinavir/Ritonavir,Generic,100/25mg,Tablet,60,4600,27324.0,5.94,0.1,ABBVIE Ludwigshafen Germany,True,535.0,5924.33,33.8,2013.0,2014,2014,2014,2013.0,lopinavir ritonavir,8,Lopinavir/Ritonavir,,"Ludwigshafen, DE",Abbvie,39.0,143.0,143.0,0.0,3.0,182.0,143.0
2994,18923,109-TZ-T30,FPQ-5437,SCMS-71450,ASN-8079,Tanzania,PMO - US,Direct Drop,EXW,Air,2010-04-15,2010-04-23,2010-12-01,2010-12-01,2010-12-01,ARV,Pediatric,EMCURE PHARMACEUTICALS LTD,Atazanavir,Generic,150mg,Capsule,60,426,11114.34,26.09,0.43,"Emcure Plot No.P-2, I.T-B.T. Park, Phase II, MIDC, Hinjwadi, Pune, India",True,45.0,1013.19,23.96,2010.0,2010,2010,2010,2010.0,atazanavir,9,Atazanavir,,"Hinjwadi, Pune, IN",Emcure Pharmaceuticals,8.0,222.0,222.0,0.0,0.0,230.0,222.0
2996,18992,116-ZA-T30,FPQ-14942,SCMS-259078,ASN-33472,South Africa,PMO - US,Direct Drop,DDP,Truck,2014-09-11,2014-10-09,2015-07-24,2015-07-24,2015-07-24,ARV,Pediatric,PHARMACY DIRECT,Atazanavir,Reyataz,150mg,Capsule,60,9,143.1,15.9,0.26,"BMS Evansville, US",True,1047.0,0.0,0.15,2014.0,2015,2015,2015,2014.0,atazanavir,9,Atazanavir,,"Evansville, US",Bristol-Myers Squibb,28.0,288.0,288.0,0.0,0.0,316.0,288.0
2997,18997,105-GY-T30,FPQ-11562,SCMS-180000,ASN-18805,Guyana,PMO - US,Direct Drop,EXW,Air,2013-02-07,2013-03-06,2013-04-18,2013-04-18,2013-04-18,ARV,Pediatric,Aurobindo Pharma Limited,Zidovudine,Generic,100mg,Capsule,100,172,791.2,4.6,0.05,"Aurobindo Unit III, India",True,33.0,882.81,0.98,2013.0,2013,2013,2013,2013.0,zidovudine,6,Zidovudine,,"Telangana, IN",Aurobindo,27.0,43.0,43.0,0.0,0.0,70.0,43.0
2998,19013,161-ZA-T30,FPQ-5303,SCMS-68980,ASN-7662,South Africa,PMO - US,Direct Drop,DDP,Air,2010-03-18,2010-03-19,2010-08-24,2010-09-20,2010-09-20,ARV,Adult,Aurobindo Pharma Limited,Lamivudine,Generic,150mg,Tablet,60,33338,84345.14,2.53,0.04,"Aurobindo Unit III, India",True,1791.0,1791.42,181.85,2010.0,2010,2010,2010,2010.0,lamivudine,0,Lamivudine,,"Telangana, IN",Aurobindo,1.0,158.0,185.0,27.0,0.0,186.0,185.0
3004,19142,108-VN-T30,FPQ-10811,SCMS-164530,ASN-18730,Vietnam,PMO - US,Direct Drop,FCA,Air,2012-10-15,2012-11-07,2013-04-09,2013-04-09,2013-04-09,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Ritonavir,Norvir,100mg,Tablet,30,373,8675.98,23.26,0.78,ABBVIE Ludwigshafen Germany,True,55.0,17.72,10.73,2012.0,2013,2013,2013,2012.0,ritonavir,8,Ritonavir,,"Ludwigshafen, DE",Abbvie,23.0,153.0,153.0,0.0,0.0,176.0,153.0
3005,19146,116-ZA-T30,FPQ-14942,SCMS-259075,ASN-32122,South Africa,PMO - US,Direct Drop,DDP,Truck,2014-09-11,2015-05-11,2015-05-12,2015-05-12,2015-05-12,ARV,Adult,PHARMACY DIRECT,Zidovudine,Generic,300mg,Tablet,60,11,198.35,18.03,0.3,"Aurobindo Unit III, India",False,1047.0,0.0,0.2,2015.0,2015,2015,2015,2014.0,zidovudine,6,Zidovudine,,"Telangana, IN",Aurobindo,242.0,1.0,1.0,0.0,0.0,243.0,1.0
3008,19225,116-ZA-T30,FPQ-4359,SCMS-54980,ASN-5373,South Africa,PMO - US,Direct Drop,DDP,Truck,2009-10-08,2009-10-15,2009-10-19,2009-10-19,2009-10-19,ARV,Pediatric,S. BUYS WHOLESALER,Zidovudine,Retrovir,100mg,Capsule,100,40,591.97,14.8,0.15,GSK Crawley,False,1047.0,0.0,1.16,2009.0,2009,2009,2009,2009.0,zidovudine,6,Zidovudine,,"Crawley, GB",GSK,7.0,4.0,4.0,0.0,0.0,11.0,4.0
3012,19246,109-TZ-T30,FPQ-12050,SCMS-186920,ASN-20340,Tanzania,PMO - US,Direct Drop,EXW,Air,2013-04-12,2013-05-14,2013-09-05,2013-09-05,2013-09-05,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Atazanavir/Ritonavir,Generic,300/100mg,Tablet,30,5175,116437.5,22.5,0.75,Mylan (formerly Matrix) Nashik,True,775.0,4136.58,144.03,2013.0,2013,2013,2013,2013.0,atazanavir ritonavir,9,Atazanavir/Ritonavir,,"Nashik, IN",Mylan,32.0,114.0,114.0,0.0,0.0,146.0,114.0
3013,19250,104-CI-T30,FPQ-4717,SCMS-59690,ASN-7107,Côte d'Ivoire,PMO - US,Direct Drop,CIP,Air,2009-12-08,2009-12-14,2010-06-10,2010-06-10,2010-06-10,ARV,Pediatric,BRISTOL-MYERS SQUIBB,Didanosine,Videx,50mg,Chewable/dispersible tablet,60,4245,40327.5,9.5,0.16,"BMS Meymac, France",True,833.0,1134.5,86.95,2009.0,2010,2010,2010,2009.0,didanosine,9,Didanosine,,"Meymac, France",Bristol-Myers Squibb,6.0,178.0,178.0,0.0,0.0,184.0,178.0
3017,19289,106-HT-T30,FPQ-12590,SCMS-210440,ASN-23016,Haiti,PMO - US,Direct Drop,FCA,Air,2013-08-21,2013-10-22,2014-01-23,2014-01-23,2014-01-24,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120,646,12480.72,19.32,0.16,ABBVIE Ludwigshafen Germany,True,166.0,737.11,15.44,2013.0,2014,2014,2014,2013.0,lopinavir ritonavir,8,Lopinavir/Ritonavir,,"Ludwigshafen, DE",Abbvie,62.0,93.0,93.0,0.0,1.0,155.0,93.0
3019,19335,102-SD-T30,FPQ-8264,SCMS-121850,ASN-13536,Sudan,PMO - US,Direct Drop,EXW,Air,2011-09-07,2011-09-14,2012-02-20,2012-02-20,2012-02-20,HRDT,HIV test - Ancillary,"Orgenics, Ltd","HIV, Capillary Tubes, for , EDTA, 50uL,100 Pcs",Determine,,Test kit - Ancillary,100,3,24.0,8.0,0.08,"Alere Medical Co., Ltd.",True,2.0,1076.15,0.04,2011.0,2012,2012,2012,2011.0,hiv capillary tubes for determine edta 50ul 100 pcs,4,HIV,Capillary Tubes,"Massachusetts, US",Alere Medical,7.0,159.0,159.0,0.0,0.0,166.0,159.0
3020,19344,105-GY-T30,FPQ-4922,SCMS-63980,ASN-6490,Guyana,PMO - US,Direct Drop,EXW,Air,2010-01-19,2010-01-28,2010-04-09,2010-04-09,2010-04-09,ARV,Pediatric,CIPLA LIMITED,Lamivudine/Nevirapine/Stavudine,Generic,60/100/12mg,Chewable/dispersible tablet - FDC,60,90,387.0,4.3,0.07,"Cipla, Goa, India",True,9.0,541.88,0.83,2010.0,2010,2010,2010,2010.0,lamivudine nevirapine stavudine,9,Lamivudine/Nevirapine/Stavudine,,"Goa, IN",Cipla,9.0,71.0,71.0,0.0,0.0,80.0,71.0
3024,19405,109-TZ-T30,FPQ-12197,SCMS-189360,ASN-21234,Tanzania,PMO - US,Direct Drop,EXW,Air,2013-04-30,2013-05-29,2013-09-17,2013-09-16,2013-09-16,HRDT,HIV test,"Standard Diagnostics, Inc.","HIV 1/2,  Complete HIV Kit",Determine,,Test kit,100,3039,0.0,0.0,0.0,"Alere Medical Co., Ltd.",True,1257.0,21351.18,0.0,2013.0,2013,2013,2013,2013.0,hiv 1 2 determine complete hiv kit,4,HIV 1/2,Complete HIV Kit,"Massachusetts, US",Alere Medical,29.0,111.0,110.0,-1.0,0.0,139.0,110.0
3025,19406,108-VN-T30,FPQ-10811,SCMS-164680,ASN-18664,Vietnam,PMO - US,Direct Drop,EXW,Air,2012-10-15,2012-11-07,2013-04-02,2013-04-02,2013-04-02,ARV,Adult,HETERO LABS LIMITED,Zidovudine,Generic,300mg,Tablet,60,1082,6221.5,5.75,0.1,Hetero Unit III Hyderabad IN,True,2228.0,3565.08,7.7,2012.0,2013,2013,2013,2012.0,zidovudine,6,Zidovudine,,"Hyderabad, IN",Hetero,23.0,146.0,146.0,0.0,0.0,169.0,146.0
3027,19431,104-CI-T30,FPQ-13603,SCMS-228080,ASN-29972,Côte d'Ivoire,PMO - US,Direct Drop,EXW,Air,2014-01-23,2014-02-26,2015-01-23,2015-01-23,2015-01-23,HRDT,HIV test,"Standard Diagnostics, Inc.","HIV 1/2,  3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included",Bioline,,Test kit,25,1400,28700.0,20.5,0.82,"Standard Diagnostics, Korea",True,437.0,5924.89,29.5,2014.0,2015,2015,2015,2014.0,hiv 1 2 bioline 3 0 kit lancets capillary pipets alcohol swabs included,4,HIV 1/2,3.0 Kit,KR,Standard Diagnostics,34.0,331.0,331.0,0.0,0.0,365.0,331.0
3029,19512,108-VN-T30,FPQ-8428,SCMS-123530,ASN-14319,Vietnam,PMO - US,Direct Drop,EXW,Air,2011-09-21,2011-10-03,2012-04-24,2012-04-24,2012-04-24,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Generic,600/300/300mg,Tablet - FDC,30,5451,76859.1,14.1,0.47,Mylan (formerly Matrix) Nashik,True,1675.0,3401.49,126.82,2011.0,2012,2012,2012,2011.0,efavirenz lamivudine tenofovir disoproxil fumarate,7,Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,,"Nashik, IN",Mylan,12.0,204.0,204.0,0.0,0.0,216.0,204.0
3030,19514,116-ZA-T30,FPQ-13973,SCMS-238553,ASN-28021,South Africa,PMO - US,Direct Drop,DDP,Truck,2014-04-30,2014-08-28,2014-08-28,2014-08-28,2014-08-28,ARV,Adult,PHARMACY DIRECT,Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,16,499.07,31.19,0.52,"Aurobindo Unit III, India",False,1047.0,0.0,0.51,2014.0,2014,2014,2014,2014.0,lamivudine zidovudine,6,Lamivudine/Zidovudine,,"Telangana, IN",Aurobindo,120.0,0.0,0.0,0.0,0.0,120.0,0.0
3042,19712,108-VN-T30,FPQ-13034,SCMS-210120,ASN-24394,Vietnam,PMO - US,Direct Drop,EXW,Air,2013-10-04,2013-10-10,2014-04-23,2014-04-23,2014-04-23,ARV,Adult,HETERO LABS LIMITED,Efavirenz,Generic,600mg,Tablet,30,2516,8151.84,3.24,0.11,Hetero Unit III Hyderabad IN,False,1047.0,3658.08,10.08,2013.0,2014,2014,2014,2013.0,efavirenz,2,Efavirenz,,"Hyderabad, IN",Hetero,6.0,195.0,195.0,0.0,0.0,201.0,195.0
3044,19788,161-ZA-T30,FPQ-7175,SCMS-103360,ASN-11433,South Africa,PMO - US,Direct Drop,DDP,Ocean,2011-03-10,2011-03-24,2011-09-02,2011-09-14,2011-09-14,ARV,Pediatric,Aurobindo Pharma Limited,Efavirenz,Generic,50mg,Capsule,30,2247,5482.68,2.44,0.08,"Aurobindo Unit III, India",True,1047.0,0.0,9.05,2011.0,2011,2011,2011,2011.0,efavirenz,2,Efavirenz,,"Telangana, IN",Aurobindo,14.0,162.0,174.0,12.0,0.0,188.0,174.0
3045,19840,108-VN-T30,FPQ-15040,SCMS-263670,ASN-30942,Vietnam,PMO - US,Direct Drop,EXW,Air,2014-10-30,2014-12-08,2015-04-14,2015-04-14,2015-04-14,ARV,Adult,HETERO LABS LIMITED,Abacavir,Generic,300mg,Tablet,60,1900,21280.0,11.2,0.19,Hetero Unit III Hyderabad IN,True,2356.0,3688.77,21.88,2014.0,2015,2015,2015,2014.0,abacavir,5,Abacavir,,"Hyderabad, IN",Hetero,39.0,127.0,127.0,0.0,0.0,166.0,127.0
3046,19851,114-UG-T30,FPQ-12777,SCMS-202560,ASN-22984,Uganda,PMO - US,Direct Drop,EXW,Air,2013-08-05,2013-08-09,2013-12-10,2013-12-12,2013-12-13,ARV,Pediatric,Aurobindo Pharma Limited,Nevirapine,Generic,10mg/ml,Oral suspension,100,11310,14703.0,1.3,0.01,"Aurobindo Unit III, India",True,2454.0,10898.12,18.19,2013.0,2013,2013,2013,2013.0,nevirapine,1,Nevirapine,,"Telangana, IN",Aurobindo,4.0,123.0,125.0,2.0,1.0,129.0,125.0
3048,19863,116-ZA-T30,FPQ-14942,SCMS-259078,ASN-33470,South Africa,PMO - US,Direct Drop,DDP,Truck,2014-09-11,2014-10-09,2015-07-24,2015-07-24,2015-07-24,ARV,Adult,PHARMACY DIRECT,Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,23,528.93,23.0,0.38,"Aurobindo Unit III, India",False,1047.0,0.0,0.54,2014.0,2015,2015,2015,2014.0,lamivudine zidovudine,6,Lamivudine/Zidovudine,,"Telangana, IN",Aurobindo,28.0,288.0,288.0,0.0,0.0,316.0,288.0
3049,19873,116-ZA-T30,FPQ-14942,SCMS-259078,ASN-33470,South Africa,PMO - US,Direct Drop,DDP,Truck,2014-09-11,2014-10-09,2015-07-24,2015-07-24,2015-07-24,ARV,Adult,PHARMACY DIRECT,Nevirapine,Generic,200mg,Tablet,60,23,315.96,13.74,0.23,"Aurobindo Unit III, India",False,1047.0,0.0,0.32,2014.0,2015,2015,2015,2014.0,nevirapine,1,Nevirapine,,"Telangana, IN",Aurobindo,28.0,288.0,288.0,0.0,0.0,316.0,288.0
3053,19940,108-VN-T30,FPQ-13524,SCMS-226251,ASN-27964,Vietnam,PMO - US,Direct Drop,EXW,Air,2014-02-06,2014-06-27,2014-11-03,2014-11-03,2014-11-03,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,20000,129800.0,6.49,0.11,Mylan (formerly Matrix) Nashik,True,1725.0,3273.14,133.43,2014.0,2014,2014,2014,2014.0,lamivudine zidovudine,6,Lamivudine/Zidovudine,,"Nashik, IN",Mylan,141.0,129.0,129.0,0.0,0.0,270.0,129.0
3055,19959,116-ZA-T30,FPQ-13973,SCMS-238555,ASN-29257,South Africa,PMO - US,Direct Drop,DDP,Truck,2014-04-30,2014-11-04,2014-11-05,2014-11-05,2014-11-05,ARV,Adult,PHARMACY DIRECT,Lamivudine,Generic,150mg,Tablet,60,203,1855.98,9.14,0.15,"Aurobindo Unit III, India",True,1047.0,0.0,1.91,2014.0,2014,2014,2014,2014.0,lamivudine,0,Lamivudine,,"Telangana, IN",Aurobindo,188.0,1.0,1.0,0.0,0.0,189.0,1.0
3057,19996,119-NA-T30,FPQ-3814,SCMS-47550,ASN-4512,Namibia,PMO - US,Direct Drop,EXW,Air,2009-05-29,2009-06-15,2009-08-05,2009-08-05,2009-08-05,ARV,Pediatric,CIPLA LIMITED,Lamivudine/Nevirapine/Stavudine,Generic,30/50/6mg,Chewable/dispersible tablet - FDC,60,688,1651.2,2.4,0.04,"Cipla, Goa, India",True,53.0,571.53,3.24,2009.0,2009,2009,2009,2009.0,lamivudine nevirapine stavudine,9,Lamivudine/Nevirapine/Stavudine,,"Goa, IN",Cipla,17.0,51.0,51.0,0.0,0.0,68.0,51.0
3060,20133,114-UG-T30,FPQ-4185,SCMS-54140,ASN-5318,Uganda,PMO - US,Direct Drop,FCA,Air,2009-09-08,2009-09-30,2009-11-04,2009-11-04,2009-11-04,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120,60,2169.6,36.16,0.3,ABBVIE Ludwigshafen Germany,True,36.0,814.04,4.25,2009.0,2009,2009,2009,2009.0,lopinavir ritonavir,8,Lopinavir/Ritonavir,,"Ludwigshafen, DE",Abbvie,22.0,35.0,35.0,0.0,0.0,57.0,35.0
3063,20219,108-VN-T30,FPQ-10286,SCMS-156310,ASN-17176,Vietnam,PMO - US,Direct Drop,EXW,Air,2012-07-25,2012-08-15,2012-12-14,2012-12-14,2012-12-14,ARV,Adult,HETERO LABS LIMITED,Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,10158,71918.64,7.08,0.12,Hetero Unit III Hyderabad IN,True,941.0,1934.17,100.83,2012.0,2012,2012,2012,2012.0,lamivudine zidovudine,6,Lamivudine/Zidovudine,,"Hyderabad, IN",Hetero,21.0,121.0,121.0,0.0,0.0,142.0,121.0
3064,20450,101-CD-T30,FPQ-12093,SCMS-189070,ASN-20218,"Congo, DRC",PMO - US,Direct Drop,EXW,Air,2013-04-23,2013-05-17,2013-11-28,2013-11-28,2013-12-03,ARV,Pediatric,Aurobindo Pharma Limited,Didanosine,Generic,125mg,Delayed-release capsules,30,171,1453.5,8.5,0.28,"Aurobindo Unit III, India",True,81.0,2782.94,1.8,2013.0,2013,2013,2013,2013.0,didanosine,9,Didanosine,,"Telangana, IN",Aurobindo,24.0,195.0,195.0,0.0,5.0,219.0,195.0
3065,20236,101-CD-T30,FPQ-14255,SCMS-239810,ASN-27324,"Congo, DRC",PMO - US,Direct Drop,EXW,Air,2014-05-15,2014-05-19,2014-09-30,2014-09-30,2014-10-21,ARV,Pediatric,Aurobindo Pharma Limited,Didanosine,Generic,200mg,Delayed-release capsules,30,550,6050.0,11.0,0.37,"Aurobindo Unit III, India",False,1047.0,2516.57,6.22,2014.0,2014,2014,2014,2014.0,didanosine,9,Didanosine,,"Telangana, IN",Aurobindo,4.0,134.0,134.0,0.0,21.0,138.0,134.0
3066,20239,107-RW-T30,FPQ-8742,SCMS-137421,ASN-15443,Rwanda,PMO - US,Direct Drop,EXW,Air,2011-12-07,2012-06-14,2012-07-20,2012-07-20,2012-07-20,ARV,Adult,HETERO LABS LIMITED,Efavirenz,Generic,600mg,Tablet,30,20370,72720.9,3.57,0.12,Hetero Unit III Hyderabad IN,True,1751.0,13244.8,101.95,2012.0,2012,2012,2012,2011.0,efavirenz,2,Efavirenz,,"Hyderabad, IN",Hetero,190.0,36.0,36.0,0.0,0.0,226.0,36.0
3070,20274,108-VN-T30,FPQ-13976,SCMS-236060,ASN-27814,Vietnam,PMO - US,Direct Drop,EXW,Air,2014-04-08,2014-04-30,2014-09-22,2014-09-15,2014-09-17,ARV,Adult,HETERO LABS LIMITED,Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Generic,600/300/300mg,Tablet - FDC,30,17280,181440.0,10.5,0.35,Hetero Unit III Hyderabad IN,True,2401.0,3701.66,186.52,2014.0,2014,2014,2014,2014.0,efavirenz lamivudine tenofovir disoproxil fumarate,7,Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,,"Hyderabad, IN",Hetero,22.0,145.0,138.0,-7.0,2.0,160.0,138.0
